ps_code,mp_code,mp_name,boiler_name,boiler_type,creater_time,burn_ability,data_status,open_time,create_time,update_time,stopopen_time,stopopen_status,stopopen_reason,success_time
187BB3F9C98925BF7217382B199DF3F1,187BB3F9C98925BFAB4C44CF0DBEF05E,#1烟囱排放口,#1烟囱排放口,炉排炉,2020-03-13,300,0,2020-04-08 00:00:00,2020-03-31 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
187BB3F9C98925BF7217382B199DF3F1,187BB3F9C98925BF5A465F963F1611DD,#2烟囱排放口,#2烟囱排放口,炉排炉,2020-03-13,300,0,2020-04-08 00:00:00,2020-03-31 09:35:05,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
54F65C3847E435925B75AA3E125A24D2D9D543B6ABD7BA13EDC46067ADA275380B474763124E347D,54F65C3847E435925B75AA3E125A24D28AF05DE38CC020A5FFC5D122AF4CD82EC49F8D9ADB4F8EBE,1#焚烧烟气排放口,排放口1,炉排炉,2022-01-14,500,0,2022-08-18 00:00:00,2022-08-16 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
54F65C3847E435925B75AA3E125A24D2D9D543B6ABD7BA13EDC46067ADA275380B474763124E347D,54F65C3847E435926FFD165DEE80E02459F3D9385443C06BEAF0EA3405F9939E6352C50FC3A6AD1F,2#焚烧烟气排放口,排放口2,炉排炉,2022-05-03,500,0,2022-08-18 00:00:00,2022-08-16 09:35:07,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
BB3FB34796C605EAE5708085484123D3,BB3FB34796C605EAB2F115163D5DFA3D,废气排放口01,废气排放口01,循环流化床焚烧炉,2013-10-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2020-10-12 13:44:13,2020-10-12 00:00:00,1,企业关停,2023-04-23 00:00:00
BB3FB34796C605EAE5708085484123D3,BB3FB34796C605EA2A3C4787E2EFFFE6,废气排放口02,废气排放口02,循环流化床焚烧炉,2013-10-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2020-10-12 13:44:13,2020-10-12 00:00:00,1,企业关停,2023-04-23 00:00:00
BB3FB34796C605EAE5708085484123D3,BB3FB34796C605EA4AB7643AC6FC6470,废气排放口03,废气排放口03,循环流化床焚烧炉,2013-10-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2020-10-12 13:44:13,2020-10-12 00:00:00,1,企业已关停,2023-04-23 00:00:00
C23C9134D2D8B4703037325E37B093A3,C23C9134D2D8B470922DE70340D3D10F,废气排放口监控点一,一号炉,炉排炉,2006-02-18,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
C23C9134D2D8B4703037325E37B093A3,C23C9134D2D8B470FD3BFBA76C5C8784,废气排放口监控点二,二号炉,炉排炉,2006-02-18,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
C23C9134D2D8B4703037325E37B093A3,C23C9134D2D8B470872BC0BF2723010A,废气排放口监控点三,三号炉,炉排炉,2006-11-02,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
5F35E14AC2667249702FCC16169642678E1D7B3ECC1C57E680D655B4888F5D5F422EA7CCC95F644E,5F35E14AC2667249702FCC161696426798189242DAB68BE8F5FDF9720CB7C3E5F46F6CA93E9412A1,1号焚烧炉烟气排放口,1号焚烧炉烟气排放口,炉排炉,2022-12-30,600,0,2023-03-02 00:00:00,2023-02-28 12:10:04,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
12B57166DB94E2399F9ECC5DB9EC577D64D12B08F2FF4C765425356608C5E4333E38DD0EC8163EDF,12B57166DB94E239E88A2E91E2EF780CEA0AA9D3E1768F0D991D58B70D80FE1F9C69D9EBA2901F91,1#烟囱,1#烟囱,炉排炉,2022-01-10,750,0,2022-06-02 00:00:00,2022-05-28 09:35:08,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
12B57166DB94E2399F9ECC5DB9EC577D64D12B08F2FF4C765425356608C5E4333E38DD0EC8163EDF,12B57166DB94E2396EEB1CC14A2768A3638811AD3BAD799244FBAD5039D80B8D47C06F05773CD81F,2#烟囱,2#烟囱,炉排炉,2022-01-10,750,0,2022-06-02 00:00:00,2022-05-28 09:35:08,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
E8F1C0CE6B1872714FDB2A844AD1D82D,E8F1C0CE6B187271B9DEA8D3AD2061E3,废气排口01,蚌埠皖能1号焚烧炉,炉排炉,2019-08-03,500,0,2020-02-24 00:00:00,2020-02-10 09:20:39,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
1EF5306CFEDE6E771FC6EB9A54C3FBFE93EE95088E532602232C63E26427885AAF264FC01C391737,1EF5306CFEDE6E771FC6EB9A54C3FBFED48434687AA8A94B4E0291F4D4C2EF2C11173AF357D5EDD9,废气排放口DA002,#2锅炉,炉排炉,2022-07-25,400,0,2023-02-17 00:00:00,2023-02-16 12:10:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
A9C4EA6459B5C4154CF8D142DAD67A66,A9C4EA6459B5C415578BFCE39ECAE545,微山光大1号焚烧炉,微山光大1号焚烧炉,炉排炉,2020-11-16,300,0,2021-01-17 00:00:00,2021-01-01 09:35:05,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
A9C4EA6459B5C4154CF8D142DAD67A66,A9C4EA6459B5C415E15B593831EA26F6,微山光大2号焚烧炉,微山光大2号焚烧炉,炉排炉,2020-11-16,300,0,2021-01-17 00:00:00,2021-01-01 09:35:05,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
85B6CA827F48D2318CE907623F2C470D,85B6CA827F48D231BFBC2769877A8C7C,炉膛4,炉膛4,炉排炉,2017-10-01,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
85B6CA827F48D2318CE907623F2C470D,85B6CA827F48D23135EEF978D4DF9AAB,炉膛1,炉膛1,炉排炉,2011-01-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
85B6CA827F48D2318CE907623F2C470D,85B6CA827F48D231026B145064455007,炉膛2,炉膛2,炉排炉,2011-01-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
85B6CA827F48D2318CE907623F2C470D,85B6CA827F48D23146CD9D79D74CAC08,炉膛3,炉膛3,炉排炉,2011-01-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
E6194ABB0ECA3556E334DB1A64152F16,E6194ABB0ECA3556444203ADED2704F7,1号炉子排口,1号炉,循环流化床焚烧炉,2013-11-19,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,2023-03-07 14:36:40,1,"因自贡市生活垃圾资源不足,导致自贡能投华西环保发电有限公司无燃料生产，已于2020年8月23日全面停产至今。同时，因自贡市新建垃圾焚烧发电厂（自贡川能环保发电有限公司），自贡能投华西环保发电有限公司将不再投入生产。2021年3月5日，自贡能投华西环保发电有限公司《关于1#、2#炉CEMS监测设备停运的请示》（环保发电[2021]4号）文，申请停用监测设备。2021年3月10日，自贡市沿滩生态环境局《关于自贡能投华西环保电有限公司请示1#、2炉CEMS监测设备停运的回复》，同意从2021年3月10",2023-04-23 00:00:00
E6194ABB0ECA3556E334DB1A64152F16,E6194ABB0ECA3556690074DDBFA49D88,2号炉子排口,2号炉,循环流化床焚烧炉,2014-01-09,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,2023-03-07 14:37:10,1,"因自贡市生活垃圾资源不足,导致自贡能投华西环保发电有限公司无燃料生产，已于2020年8月23日全面停产至今。同时，因自贡市新建垃圾焚烧发电厂（自贡川能环保发电有限公司），自贡能投华西环保发电有限公司将不再投入生产。2021年3月5日，自贡能投华西环保发电有限公司《关于1#、2#炉CEMS监测设备停运的请示》（环保发电[2021]4号）文，申请停用监测设备。2021年3月10日，自贡市沿滩生态环境局《关于自贡能投华西环保电有限公司请示1#、2炉CEMS监测设备停运的回复》，同意从2021年3月10",2023-04-23 00:00:00
516DD3A24ADEF30D50FB81DC12E41F46,516DD3A24ADEF30DF8FB3191DE5ED614,排气口,排气口,炉排炉,2021-09-01,600,0,2021-11-12 00:00:00,2021-11-12 09:35:35,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
08A06AB7A6A46D545CAFD4F3291FFEE9,08A06AB7A6A46D54631BA008FB0AAF05,1#烟气在线监测点,1#烟气在线监测点,炉排炉,2018-06-29,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
08A06AB7A6A46D545CAFD4F3291FFEE9,08A06AB7A6A46D54DA8EF0DC82FFEBB3,2#炉烟气在线监测,2#炉烟气在线监测,炉排炉,2018-06-29,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
FF3484BBAC9308215241DC4694A64903,FF3484BBAC93082143806FD3960449DC,1#排放口,1#排放口,炉排炉,2020-02-05,750,0,2020-02-11 12:04:49,2020-02-08 09:20:47,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
FF3484BBAC9308215241DC4694A64903,FF3484BBAC930821958B8B698EC1A69B,3#排放口,3#排放口,炉排炉,2020-02-05,750,0,2020-02-11 12:04:49,2020-02-08 09:20:47,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
FF3484BBAC9308215241DC4694A64903,FF3484BBAC93082155746E94CB97AD03,2#排放口,2#排放口,炉排炉,2020-02-05,750,0,2020-02-11 12:04:49,2020-02-08 09:20:47,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
1E0C72AC51CF5EBEAB298DB2915733D4,1E0C72AC51CF5EBE64A84E309348EC5A,1#炉烟气排放口DA001,1#多级往复式炉排垃圾焚烧炉,炉排炉,2019-05-10,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
1E0C72AC51CF5EBEAB298DB2915733D4,1E0C72AC51CF5EBE1718E25E7E37A7B0,2#炉烟气排放口DA002,2#多级往复式炉排垃圾焚烧炉,炉排炉,2019-05-10,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
1E0C72AC51CF5EBEAB298DB2915733D4,70F2858406BD3B47B52EB50A017076F41DD41E2BE1C89D38ED73F97BE36C5890B613A5344CCA01F7,3#炉烟气排放口DA003,3#炉烟气排放口,炉排炉,2022-12-10,600,0,2023-03-05 00:00:00,2023-03-04 12:10:04,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
4EC32E5E10CC94A7B56BED003C67D1AD,4EC32E5E10CC94A7593102E6DE1FB8C4,1号炉排放口,1号炉排放口,炉排炉,2020-12-18,600,0,2021-02-21 00:00:00,2021-02-02 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
4EC32E5E10CC94A7B56BED003C67D1AD,4EC32E5E10CC94A7F9BEE8A123FC2BA4,2号炉排放口,2号炉排放口,炉排炉,2020-12-18,600,0,2021-02-21 00:00:00,2021-02-02 09:35:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
